start,end,today,diviceid,titre_entretien,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
2019-11-15T14:35:56.294+01,2019-11-24T17:07:47.680+01,11/15/2019,3.56676E+14,,mbomou,bangassou,bangassou,Bangassou,mbomou,bangassou,sayo niakari,nganzi,,evaluation_ki,hote,visite_localite,,,,oui,,oui,3_dernier_mois,eleveurs_transhumants,,oui,non,majorite,3_dernier_mois,oui,mbomou,bakouma,eleveurs_transhumants,,securite,,,oui,dernier_mois,oui,mbomou,bangassou,,nsp,,,,,mauvaises_conditions_vie,,,non,secu,,aliment_moins_chers privation,1,0,0,0,0,1,0,0,0,,strategie_survie_1 strategie_survie_11,1,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,oui,non,oui,,minorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,maison,,maternite_trop_chere,oui,poste_sante,,inf_heure,insuffisant,medicament_indispo,,non,,oui,oui,non,violence_sexuelle,,pillage_criminalite,,violence_sexuelle,,pillage_criminalite,,oui,perdu_pendant_deplacement,,fragile,autorite_locale,,non,,urgence,,urgence,,urgence,,,non,non,non,non,non,non,non,non,non,,non,oui,oui,non,oui,oui,non,non,non,non,,riviere,,riviere,,inf_trente_min,non,insuffisant,discrimination,,,defecation_air_libre,,non,non,,oui,,,majorite,majorite,plus_moitie,majorite,finances,,non,,chef_communaute,,non,non,,sante,education,subsistance,,oui,Saboundou Elvis quartier magaba,oui,,,,,,,75567755,aefc90e1-289b-4906-95e3-ed424d117ef4,2019-11-25T07:19:09,,125
2019-11-18T15:17:16.685+01,2019-11-24T17:07:21.922+01,11/18/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Ouango,mbomou,ouango,ngbandinga,tondomazouma,,evaluation_ki,hote,habite_localite,,,,oui,,oui,3_dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,meilleure_secu,,,non,destruction_inondation,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_autre,0,0,0,0,0,0,0,0,0,0,1,0,,oui,non,oui,non,,oui,non,oui,oui,,minorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,autre,Malnutrition,diarrhee,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,suffisant,,,oui,,non,oui,oui,mariage_force,,violence_sexuelle,,separation_familiale,,aucun,,non,,,bonne,leaders_religieux,,oui,,urgence,,nsp,,urgence,,,non,non,non,oui,oui,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,,puit_non_protege,,riviere,,sup_trente_min,oui,juste_assez,,,,latrine_non_acceptable,,oui,oui,,oui,,,majorite,majorite,moins_moitie,plus_moitie,finances,,non,,chef_religieux,,non,non,,abris,eha,nutrition,,non,,oui,,,,,,,75567807,ed856a25-eed7-48dd-872d-4e9d835ee91e,2019-11-25T07:19:24,,126
2019-11-18T16:04:14.230+01,2019-11-24T17:06:58.807+01,11/18/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Ouango,mbomou,ouango,ngbandinga,ouasseregue,,evaluation_ki,hote,visite_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,autre,La diminution du fleuve,,non,autre,L'eau a tout détruit,aliment_moins_chers diminution_nb_repas,1,0,0,0,1,0,0,0,0,,strategie_survie_autre,0,0,0,0,0,0,0,0,0,0,1,0,,oui,oui,oui,non,,oui,non,oui,oui,,minorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,autre,Malnutrition,palu,,maladie,,non,poste_sante,,,non,,,,insuffisant,existence_infra,,non,,non,oui,oui,mariage_force,,violence_sexuelle,,separation_familiale,,aucun,,non,,,bonne,autorite_locale,,oui,,urgence,,nsp,,urgence,,,non,non,non,oui,oui,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,oui,non,,source_non_amenagee,,riviere,,sup_trente_min,oui,juste_assez,,,,latrine_non_acceptable,,non,oui,,non,existence_infra_scolaire,,plus_moitie,plus_moitie,moins_moitie,plus_moitie,finances,,non,,chef_religieux,,non,non,,nutrition,sante,abris,,non,,oui,,,,,,,75567825,7ffd56bf-ede0-4db0-ae0e-d016347e8782,2019-11-25T07:19:40,,127
2019-11-18T16:35:40.427+01,2019-11-24T17:06:41.447+01,11/18/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Ouango,mbomou,ouango,ngbandinga,tikembe,,evaluation_ki,hote,visite_localite,,,,oui,,oui,dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,qualite_vie,,,non,destruction_inondation,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_11,0,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,non,oui,oui,,majorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,autre,Malnutrition,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_trente_min,juste_assez,,,non,,non,oui,oui,mariage_force,,violence_sexuelle,,separation_familiale,,aucun,,non,,,bonne,leaders_religieux,,non,,urgence,,nsp,,urgence,,,non,non,non,non,non,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,oui,non,,source_non_amenagee,,riviere,,sup_trente_min,oui,juste_assez,,,,latrine_non_acceptable,,non,oui,,oui,,,plus_moitie,majorite,moins_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,abris,eha,sante,,non,,oui,,,,,,,75567843,521684f0-d0fe-4eec-aafe-2e00731c2d88,2019-11-25T07:20:05,,128
2019-11-19T07:29:06.230+01,2019-11-24T17:06:21.857+01,11/19/2019,3.56676E+14,,mbomou,ouango,ouango,Ouango,mbomou,ouango,ngbandinga,tikembe,,evaluation_ki,hote,habite_localite,,,,oui,,oui,3_dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,insuffisance_filet,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_11,0,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,non,oui,oui,,minorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_trente_min,suffisant,,,non,,non,oui,non,violence_sexuelle,,violence_sexuelle,,aucun,,separation_familiale,,non,,,,comite_protection,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,oui,oui,non,non,,non,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,sup_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,oui,,,majorite,majorite,moins_moitie,majorite,enregistrement_impossible,,non,,chef_communaute,,non,non,,abris,eha,secal,,non,,oui,,,,,,,75567869,7ff52d2d-cefa-49fe-a8bc-79833b4e9ecf,2019-11-25T07:20:42,,129
2019-11-19T08:44:45.510+01,2019-11-24T17:05:47.197+01,11/19/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Ouango,mbomou,gambo,ngandou,ngandou,,evaluation_ki,hote,visite_localite,,,,oui,,oui,3_dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,qualite_vie,,,non,autre,Avec l'augmentation du fleuve il n'y a pas de possibilité de pêcher,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,oui,oui,oui,non,,oui,non,non,oui,,minorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,palu,,fievre,,catastrophe_naturelle,,non,maison,,acces_pas_sur,non,,,,insuffisant,existence_infra,,non,,oui,oui,oui,violence_sexuelle,,travail_force,,aucun,,aucun,,non,,,bonne,autorite_locale,,non,,urgence,,nsp,,urgence,,,non,non,non,oui,oui,non,oui,non,non,,non,oui,non,oui,non,oui,non,oui,oui,non,,puit_non_protege,,riviere,,inf_cinq_min,oui,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,non,manque_enseignant,,majorite,majorite,moins_moitie,majorite,ecole_pas_important,,non,,chef_communaute,,non,oui,,abris,sante,education,,non,,oui,,,,,,,75567907,094f8b29-3025-4ebe-a005-6266c6da2f4e,2019-11-25T07:21:41,,130
2019-11-19T09:19:02.573+01,2019-11-24T17:04:21.503+01,11/19/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Ouango,mbomou,gambo,ngandou,mbraye,,evaluation_ki,hote,visite_localite,,,,oui,,non,,,,oui,oui,sup_moitie,3_dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,non,,,,,,non,,,,,,,,non,autre,Avec l'augmentation du fleuve il n'y a pas une possibilité de pêcher,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_1 strategie_survie_11,1,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,non,non,oui,,majorite,peche_chasse,,inf_dix,oui,,,non,,,non,,palu,,fievre,,maladie,,oui,maison,,autre,non,,,,insuffisant,existence_infra,,non,,non,oui,oui,mariage_force,,violence_sexuelle,,aucun,,aucun,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,urgence,,urgence,,urgence,,,non,non,non,oui,oui,non,oui,non,non,,non,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,riviere,,inf_quinze_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,plus_moitie,majorite,moins_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,oui,,abris,sante,education,,non,,oui,,,,,,,75567966,92a76a70-0072-40e2-b5cd-d645253144d3,2019-11-25T07:22:27,,131
2019-11-19T09:45:28.208+01,2019-11-24T17:02:00.504+01,11/19/2019,3.56676E+14,,mbomou,ouango,ouango,Ouango,mbomou,ouango,ngbandinga,sirikotta,,evaluation_ki,hote,visite_localite,,,,oui,,oui,3_dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,3_dernier_mois,oui,mbomou,ouango,,non,,,,,qualite_vie,,,non,autre,Manque d’accès au pêche,aliment_moins_chers diminution_quantites diminution_nb_repas,1,1,0,0,1,0,0,0,0,,strategie_survie_11,0,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,non,non,oui,,inf_moitie,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,palu,,fievre,,maladie,,oui,maison,,autre,non,,,,insuffisant,existence_infra,,non,,non,oui,oui,mariage_force,,aucun,,aucun,,aucun,,non,,,bonne,autorite_locale,,non,,urgence,,nsp,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,oui,oui,non,non,oui,non,oui,oui,non,,puit_non_protege,,riviere,,inf_cinq_min,non,insuffisant,indispo_marche,,,latrine_non_acceptable,,non,non,,oui,,,majorite,majorite,moins_moitie,plus_moitie,enfant_marie,,non,,chef_communaute,,non,oui,,abris,sante,education,,non,,oui,,,,,,,75568036,d903f2e3-035e-446b-be2b-a2d212f73d54,2019-11-25T07:23:00,,132
2019-11-19T15:27:52.432+01,2019-11-24T17:01:28.702+01,11/19/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Bema,mbomou,ouango,ngbandinga,ziangba,,evaluation_ki,hote,habite_localite,,,,oui,,oui,dernier_mois,catastrophes_naturelles,,non,oui,inf_moitie,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,oui,dernier_mois,oui,mbomou,ouango,,oui,dernier_mois,oui,rdc,,qualite_vie,,,non,prix_eleves,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_1 strategie_survie_11,1,0,0,0,0,0,0,0,0,1,0,0,,oui,oui,oui,non,,oui,oui,oui,oui,,majorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,centre_sante,,,oui,centre_sante,,inf_trente_min,suffisant,,,non,,non,oui,non,mariage_force,,violence_sexuelle,,aucun,,aucun,,non,,,bonne,comite_protection,,oui,,urgence,,nsp,,urgence,,,oui,non,non,oui,oui,oui,oui,non,non,,non,oui,oui,oui,oui,oui,non,oui,oui,oui,,source_non_amenagee,,puit_non_protege,,sup_trente_min,oui,insuffisant,distance,,,latrine_non_acceptable,,non,oui,,oui,,,majorite,majorite,moins_moitie,majorite,enfant_marie,,non,,groupes_armes,,non,non,,abris,subsistance,eha,,non,,oui,,,,,,,75568106,3999c363-1ffc-41a2-b719-96c0383a295c,2019-11-25T07:23:49,,133
2019-11-20T07:58:27.329+01,2019-11-24T17:00:59.298+01,11/20/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Bema,mbomou,ouango,ngbandinga,tamboula_langba,,evaluation_ki,hote,habite_localite,,,,oui,,non,,,,oui,oui,inf_moitie,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,mauvaises_conditions_vie,,,non,prix_eleves,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_11,0,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,oui,non,oui,,minorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,toux,,palu,,maladie,,non,maison,,acces_pas_sur,non,,,,insuffisant,distance_infra,,non,,non,non,non,mariage_force,,mariage_force,,aucun,,aucun,,non,,,bonne,autorite_locale,,oui,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,oui,oui,oui,oui,oui,non,non,,non,oui,oui,oui,oui,oui,oui,oui,oui,non,,riviere,,riviere,,inf_trente_min,non,insuffisant,distance,,,latrine_non_acceptable,,non,oui,,non,distance,,majorite,majorite,plus_moitie,majorite,nsp,,non,,chef_communaute,,non,non,,sante,subsistance,eha,,non,,oui,,,,,,,75568145,5be6bfbe-3c32-42fa-80b5-5670bb7f4521,2019-11-25T07:24:25,,134
2019-11-20T08:35:57.417+01,2019-11-24T17:00:35.773+01,11/20/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Bema,mbomou,ouango,ngbandinga,tamboula_langba,,evaluation_ki,hote,habite_localite,,,,oui,,oui,dernier_mois,catastrophes_naturelles,,oui,oui,minorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,qualite_vie,,,non,prix_eleves,,aliment_moins_chers diminution_nb_repas,1,0,0,0,1,0,0,0,0,,strategie_survie_1 strategie_survie_11,1,0,0,0,0,0,0,0,0,1,0,0,,non,,,non,,oui,oui,non,oui,,minorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,maison,,maternite_trop_chere,non,,,,insuffisant,distance_infra,,non,,non,non,oui,mariage_force,,mariage_force,,aucun,,aucun,,non,,,bonne,autorite_locale,,oui,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,oui,oui,oui,oui,oui,non,non,,non,oui,oui,oui,oui,oui,oui,oui,oui,non,,riviere,,riviere,,inf_trente_min,non,insuffisant,distance,,,latrine_non_acceptable,,non,oui,,non,distance,,majorite,majorite,moins_moitie,plus_moitie,enfant_pas_interesse,,non,,humanitaire_ong_int,,non,oui,,abris,eha,subsistance,,non,,oui,,,,,,,75568174,63ff239c-603a-4664-a060-6c55e00af1ce,2019-11-25T07:24:46,,135
2019-11-20T15:44:42.985+01,2019-11-24T17:00:03.267+01,11/20/2019,3.56676E+14,,mbomou,ouango,ouango,Bema,mbomou,ouango,ngbandinga,tamboula_langba,,evaluation_ki,hote,habite_localite,,,,oui,,non,,,,oui,oui,minorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,non,,,,,,non,,,,,,,,non,prix_eleves,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_1 strategie_survie_11 strategie_survie_autre,1,0,0,0,0,0,0,0,0,1,1,0,,non,,,non,,oui,non,non,oui,,majorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,toux,,palu,,maladie,,non,maison,,maternite_trop_chere,non,,,,juste_assez,,,non,,non,non,oui,mariage_force,,violence_sexuelle,,aucun,,aucun,,non,,,bonne,autorite_locale,,oui,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,oui,oui,oui,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,sup_trente_min,non,insuffisant,indispo_marche,,,latrine_non_acceptable,,non,oui,,non,manque_enseignant,,majorite,majorite,moins_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,education,eha,,non,,oui,,,,,,,75568202,656b19ac-3bd1-4572-8a22-a8b37422d384,2019-11-25T07:25:09,,136
2019-11-21T07:55:26.290+01,2019-11-24T16:59:34.891+01,11/21/2019,3.56676E+14,,mbomou,ouango,ngbandinga,Bema,mbomou,ouango,ngbandinga,bobo,,evaluation_ki,hote,habite_localite,,,,oui,,non,,,,oui,oui,majorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,non,,,,,,non,,,,,,,,non,destruction_combat,,aliment_moins_chers diminution_nb_repas,1,0,0,0,1,0,0,0,0,,strategie_survie_11 strategie_survie_autre,0,0,0,0,0,0,0,0,0,1,1,0,,non,,,non,,oui,oui,non,oui,,majorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,toux,,palu,,maladie,,non,centre_sante,,,non,,,,insuffisant,distance_infra,,non,,non,oui,oui,aucun,,aucun,,separation_familiale,,separation_familiale,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,nsp,,,oui,non,non,non,oui,oui,oui,non,non,,oui,non,oui,oui,oui,oui,oui,oui,oui,non,,riviere,,riviere,,inf_cinq_min,non,insuffisant,qualite_eau,,,latrine_non_acceptable,,non,non,,non,existence_infra_scolaire,,majorite,majorite,plus_moitie,plus_moitie,finances,,non,,chef_communaute,,non,non,,abris,eha,education,,non,,oui,,,,,,,75570986,db4d3a9b-e2b0-46c0-a15d-851d99258001,2019-11-25T07:56:13,,137
2019-11-21T14:31:06.743+01,2019-11-24T16:59:02.103+01,11/21/2019,3.56676E+14,,mbomou,gambo,gambo,Gambo,mbomou,gambo,ngandou,zime,,evaluation_ki,hote,visite_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,gambo,,non,,,,,nsp,,,non,marche_non_fonctionnel,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_10 strategie_survie_11,0,0,0,0,0,0,0,0,1,1,0,0,,non,,,non,,oui,oui,non,non,,minorite,petit_commerce,,inf_dix,oui,,,oui,petit,oui,non,,fievre,,palu,,maladie,,non,poste_sante,,,non,,,,insuffisant,distance_infra,,non,,non,non,oui,mariage_force,,violence_sexuelle,,aucun,,aucun,,non,,,fragile,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,nsp,,,oui,non,non,oui,oui,non,oui,non,non,,non,oui,non,oui,non,oui,non,oui,oui,non,,puit_non_protege,,riviere,,inf_cinq_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,distance,,majorite,majorite,moins_moitie,plus_moitie,finances,,non,,chef_communaute,,non,non,,sante,eha,nfi,,oui,Diabgi Mathias gambo,oui,,,,,,,75571024,c8e345bf-8ddf-4216-bc3b-3a5b9f94abcf,2019-11-25T07:56:47,,138
2019-11-21T15:37:34.680+01,2019-11-24T16:58:41.595+01,11/21/2019,3.56676E+14,,mbomou,gambo,gambo,Gambo centre,mbomou,gambo,ngandou,touaka,,evaluation_ki,hote,visite_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,marche_non_fonctionnel,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_10 strategie_survie_11,0,0,0,0,0,0,0,0,1,1,0,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,palu,,autre,Hernie,maladie,,non,maison,,acces_pas_sur,non,,,,insuffisant,existence_infra,,non,,non,non,non,mariage_force,,violence_sexuelle,,pillage_criminalite,,aucun,,non,,,,autorite_locale,,non,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,non,non,non,non,,non,non,non,oui,non,non,non,oui,non,non,,source_non_amenagee,,source_non_amenagee,,inf_cinq_min,oui,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,prix_transport,,non,,chef_communaute,,non,non,,abris,sante,education,,oui,"Mbaye, Gambo",oui,,,,,,,75571068,9438cf51-f6a1-4cad-99e5-50511d95ec44,2019-11-25T07:57:30,,139
2019-11-22T07:50:36.939+01,2019-11-24T16:58:19.868+01,11/22/2019,3.56676E+14,,mbomou,gambo,gambo,Gambo,mbomou,gambo,ngandou,touaka,,evaluation_ki,hote,visite_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,secu,,aliment_moins_chers diminution_nb_repas,1,0,0,0,1,0,0,0,0,,strategie_survie_10 strategie_survie_11,0,0,0,0,0,0,0,0,1,1,0,0,,non,,,non,,oui,oui,non,non,,minorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,palu,,autre,Hernie,maladie,,non,maison,,acces_pas_sur,non,,,,insuffisant,existence_infra,,non,,non,oui,oui,mariage_force,,violence_sexuelle,,aucun,,aucun,,non,,,,autorite_locale,,oui,,urgence,,nsp,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,oui,oui,oui,oui,non,oui,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,inf_quinze_min,non,insuffisant,distance,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,moins_moitie,plus_moitie,presque_aucun,moins_moitie,prix_transport,,non,,chef_communaute,,non,non,,education,sante,eha,,oui,"Balasssi Bonaventure, chez président de la jeunesse",oui,,,,,,,75571119,66fe294d-f30b-4f76-b65a-4c048c196a16,2019-11-25T07:57:56,,140
