start,end,today,diviceid,titre_entretien,date_enquete,enqueteur,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,genre_informateur,age_informateur,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
,,,,,,,,,,,mbomou,bangassou,sayo niakari,gbogbo,,,,,,,,,,,,non,,,,oui,non,majorite,3_dernier_mois,oui,mbomou,bakouma,conflits_armes,,securite,,,oui,3_dernier_mois,oui,mbomou,bangassou,,non,,,,,famille,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,nsp,non,oui,,minorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,poste_sante,,,non,,,,insuffisant,existence_infra,,non,,non,non,oui,violence_sexuelle,,travail_force,,separation_familiale,,pillage_criminalite,,non,,,nsp,autorite_locale,,oui,,urgence,,urgence,,urgence,,,oui,non,non,oui,oui,oui,oui,non,non,,non,non,non,non,oui,oui,non,non,oui,non,,source_non_amenagee,,source_non_amenagee,,inf_cinq_min,non,insuffisant,indispo_marche,,,latrine_non_acceptable,,non,non,,non,existence_infra_scolaire,,majorite,majorite,majorite,majorite,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,nutrition,education,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bangassou,sayo niakari,imila,,,,,,,,,,,,non,,,,AC,oui,minorite,dernier_mois,oui,haute_kotto,yalinga,conflits_armes,,securite,,,AC,,,,,,AC,,,,,,,,non,,,,1,0,0,AC,1,0,0,0,0,,,0,AC,1,0,0,0,0,0,AC,0,,0,,non,,,non,,oui,oui,non,non,,AC,AC,,AC,oui,,,AC,,,non,,diarrhee,,palu,,maladie,,AC,AC,,,non,,,,insuffisant,existence_infra,,non,,non,non,non,AC,,AC,,AC,,AC,,non,,,neutre,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,AC,non,non,AC,AC,non,AC,non,non,,non,non,non,non,non,AC,non,non,non,non,,source_non_amenagee,,source_non_amenagee,,AC,non,insuffisant,AC,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,AC,plus_moitie,AC,AC,AC,,non,,AC,,non,non,,AC,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bangassou,sayo niakari,nganzi,,,,,,,,,,,,oui,AC,AC,,AC,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,bangassou,,AC,,,,,AC,,,AC,,,,1,0,0,0,AC,AC,0,0,0,,,1,0,0,0,0,0,0,0,AC,AC,,0,,non,,,non,,oui,oui,non,AC,,AC,AC,,AC,oui,,,oui,petit,oui,non,,diarrhee,,AC,,AC,,non,maison,,,oui,poste_sante,,AC,insuffisant,medicament_indispo,,non,,oui,oui,non,AC,,AC,,AC,,AC,,oui,perdu_pendant_deplacement,,AC,autorite_locale,,non,,AC,,AC,,AC,,,AC,non,non,non,non,non,AC,non,non,,non,AC,AC,non,AC,AC,non,non,non,non,,AC,,AC,,AC,AC,insuffisant,AC,,,AC,,non,non,,oui,,,AC,majorite,AC,AC,finances,,non,,chef_communaute,,AC,non,,AC,education,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bangassou,sayo niakari,sana,,,,,,,,,,,,oui,6_dernier_mois,conflits_armes,,oui,oui,majorite,6_dernier_mois,oui,mbomou,bangassou,conflits_armes,,securite,,,oui,3_dernier_mois,oui,mbomou,bangassou,,non,,,,,mauvaises_conditions_vie,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,oui,maison,,,non,,,,pas_suffisant,distance_infra,,non,,non,oui,oui,pillage_criminalite,,pillage_criminalite,,pillage_criminalite,,pillage_criminalite,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,urgence,,,oui,non,non,non,non,non,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_protege,,riviere,,eau_accessible_lieu,non,suffisant,,,,toilette_latrine_acceptable,,non,non,,non,existence_infra_scolaire,,plus_moitie,majorite,plus_moitie,majorite,finances,,non,,chef_communaute,,non,oui,,abris,nutrition,sante,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,bangassou,voungba_balifondo,fode,,,,,,,,,,,,oui,AC,AC,,oui,oui,minorite,AC,oui,mbomou,bangassou,AC,,famille,,,oui,AC,oui,mbomou,bangassou,,non,,,,,AC,,,non,,,,1,AC,0,0,0,0,0,0,0,,,1,0,0,0,0,AC,0,0,0,AC,,0,,AC,,,non,,oui,AC,non,non,,AC,peche_chasse,,AC,AC,,,non,,,non,,AC,,AC,,maladie,,AC,maison,,,non,,,,AC,,,AC,,oui,non,non,violence_sexuelle,,AC,,AC,,aucun,,oui,mariage,,AC,autorite_locale,,non,,AC,,AC,,urgence,,,oui,non,non,oui,AC,non,oui,non,non,,non,non,non,non,non,non,non,AC,AC,non,,AC,,AC,,inf_trente_min,non,AC,,,,AC,,non,non,,non,AC,,AC,AC,AC,AC,AC,,non,,chef_communaute,,AC,non,,AC,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,kassamoumbe,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,oui,majorite,dernier_mois,oui,mbomou,gambo,catastrophes_naturelles,,acces_aide_humanitaire,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,1,0,0,0,0,,,0,1,0,1,0,0,0,0,0,0,,0,,non,,,non,,oui,non,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,palu,,diarrhee,,maladie,,non,maison,,,non,,,,insuffisant,distance_infra,,non,,non,non,oui,violence_voisins,,mariage_force,,separation_familiale,,violence_voisins,,oui,mariage,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,autre,,,non,non,non,oui,oui,non,oui,non,non,,non,oui,non,oui,non,non,non,non,oui,non,,riviere,,riviere,,eau_accessible_lieu,oui,juste_assez,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,plus_moitie,majorite,moins_moitie,moins_moitie,finances,,non,,chef_communaute,,non,non,,sante,eha,education,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,madabanda,,,,,,,,,,,,non,,,,non,oui,minorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,famille,,,non,,,,,,non,,,,,,,,non,,,,0,1,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,nsp,oui,,,oui,petit,non,non,,diarrhee,,AC,,maladie,,oui,maison,,,non,,,,pas_suffisant,existence_infra,,non,,non,non,non,mariage_force,,mariage_force,,separation_familiale,,AC,,non,,,neutre,admin_legale,,non,,habitat_long_terme,,urgence,,habitat_long_terme,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,non,non,non,non,non,non,oui,non,,riviere,,riviere,,inf_cinq_min,oui,insuffisant,qualite_eau,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,moins_moitie,plus_moitie,presque_aucun,moins_moitie,finances,,non,,chef_communaute,,non,non,,AC,eha,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,mbraye,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,oui,majorite,dernier_mois,oui,mbomou,gambo,catastrophes_naturelles,,AC,,,oui,dernier_mois,oui,mbomou,gambo,,non,,,,,raison_eco,,,non,,,,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,1,,0,,non,,,non,,oui,non,non,non,,AC,peche_chasse,,inf_dix,oui,,,oui,petit,AC,non,,palu,,palu,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,oui,oui,non,mariage_force,,mariage_force,,aucun,,AC,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,urgence,,,oui,non,non,oui,oui,oui,oui,non,non,,non,non,non,oui,non,non,non,non,oui,non,,riviere,,riviere,,inf_quinze_min,oui,insuffisant,qualite_eau,,,defecation_air_libre_cours_eau,,non,non,,oui,,,plus_moitie,AC,presque_aucun,plus_moitie,finances,,non,,chef_communaute,,non,non,,AC,AC,abris,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,ngandou,,,,,,,,,,,,non,,,,non,oui,minorite,dernier_mois,oui,mbomou,AC,catastrophes_naturelles,,acces_abris,,,AC,,,,,,non,,,,,,,,non,,,,1,1,0,0,AC,0,0,0,0,,,0,AC,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,non,non,non,,AC,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,autre,,maladie,,non,maison,,,non,,,,AC,,,non,,oui,oui,non,violence_sexuelle,,mariage_force,,aucun,,autre,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,urgence,,,oui,non,non,oui,AC,non,oui,non,non,,non,AC,non,non,non,non,non,non,AC,non,,source_non_amenagee,,source_non_amenagee,,inf_trente_min,non,insuffisant,AC,,,defecation_air_libre,,non,non,,oui,,,AC,plus_moitie,moins_moitie,plus_moitie,finances,,non,,chef_communaute,,non,non,,sante,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,nganito,,,,,,,,,,,,AC,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,oui,AC,,majorite,agriculture,,nsp,oui,,,oui,petit,oui,non,,autre,,palu,,maladie,,non,AC,,,AC,,,,pas_suffisant,existence_infra,,non,,non,oui,non,AC,,AC,,aucun,,aucun,,oui,AC,,,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,AC,,source_non_amenagee,,AC,non,insuffisant,AC,,,defecation_air_libre,,non,non,,oui,,,moins_moitie,plus_moitie,moins_moitie,moins_moitie,finances,,non,,chef_communaute,,non,non,,sante,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,pombolo,,,,,,,,,,,,non,,,,oui,oui,minorite,6_dernier_mois,non,,,autre,,securite,,,oui,dernier_mois,oui,basse_kotto,kembe,,non,,,,,famille,,,non,,,,1,1,0,0,1,1,0,0,0,,,0,0,1,0,0,0,1,0,0,0,,0,,oui,oui,non,oui,,oui,oui,oui,oui,,majorite,commerce,,nsp,oui,,,oui,petit,nsp,oui,,diarrhee,,diarrhee,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,suffisant,,,oui,,oui,non,non,violence_sexuelle,,vol_betail,,aucun,,aucun,,oui,perdu_pendant_deplacement,,neutre,fac,,oui,,urgence,,urgence,,urgence,,,oui,non,non,oui,non,non,oui,non,non,,oui,oui,oui,oui,oui,oui,non,non,non,non,,puit_protege,,puit_protege,,inf_quinze_min,nsp,suffisant,,,,latrine_non_acceptable,,non,oui,,oui,,,moins_moitie,plus_moitie,moins_moitie,plus_moitie,tradition_coutume,,non,,humanitaire_ong_nat,,non,oui,,secal,protection,education,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,touaka,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,,non,,,non,,oui,oui,non,non,,AC,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,non,oui,non,mariage_force,,violence_sexuelle,,AC,,aucun,,non,,,,autorite_locale,,non,,urgence,,nsp,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,non,oui,non,non,non,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,inf_trente_min,non,insuffisant,distance,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,moins_moitie,AC,presque_aucun,AC,prix_transport,,non,,chef_communaute,,non,non,,abris,AC,education,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,gambo,ngandou,zime,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,gambo,,non,,,,,AC,,,non,,,,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,,non,,,non,,oui,oui,non,non,,minorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,non,non,oui,mariage_force,,violence_sexuelle,,aucun,,aucun,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,oui,oui,AC,oui,non,non,,non,oui,AC,oui,non,oui,non,AC,oui,non,,source_non_amenagee,,source_non_amenagee,,inf_cinq_min,AC,insuffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,non,AC,,plus_moitie,plus_moitie,moins_moitie,plus_moitie,finances,,non,,AC,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,bema,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,oui,minorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,AC,,,non,,,,,,non,,,,,,,,non,,,,0,1,1,0,0,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,,0,,oui,oui,oui,non,,oui,oui,oui,oui,,majorite,agriculture,,AC,oui,,,oui,petit,AC,non,,AC,,palu,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,AC,,,nsp,,oui,oui,non,mariage_force,,mariage_force,,separation_familiale,,conflit_foncier,,oui,AC,,neutre,autorite_locale,,non,,habitat_long_terme,,AC,,habitat_long_terme,,,oui,non,non,oui,non,non,oui,non,non,,oui,oui,oui,non,oui,non,non,oui,oui,oui,,source_non_amenagee,,puit_non_protege,,inf_quinze_min,oui,juste_assez,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,majorite,majorite,plus_moitie,majorite,finances,,non,,chef_communaute,,non,non,,abris,secal,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,bobo,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,oui,oui,AC,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,emploi,,,non,,,,,,non,,,,,,,,non,,,,1,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,,0,,oui,oui,oui,non,,oui,oui,oui,oui,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,AC,,non,centre_sante,,,oui,centre_sante,,inf_demie_journee,pas_suffisant,medicament_indispo,,non,,oui,oui,non,mariage_force,,violence_voisins,,aucun,,aucun,,oui,mariage,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,oui,non,non,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,AC,,source_non_amenagee,,inf_trente_min,non,insuffisant,AC,,,latrine_non_acceptable,,non,non,,oui,,,majorite,AC,plus_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,eha,eha,education,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,kassoumba,,,,,,,,,,,,non,,,,oui,oui,minorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,famille,,,non,,,,1,1,0,0,1,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,minorite,agriculture,,inf_dix,non,AC,,oui,petit,oui,non,,AC,,AC,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,non,non,oui,mariage_force,,violence_sexuelle,,harcelement,,aucun,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,urgence,,,oui,non,non,oui,oui,non,oui,non,non,,non,non,oui,non,oui,non,non,non,oui,non,,source_non_amenagee,,riviere,,inf_trente_min,non,insuffisant,distance,,,latrine_non_acceptable,,non,non,,non,existence_infra_scolaire,,moins_moitie,AC,presque_aucun,presque_aucun,autre,,non,,chef_communaute,,non,non,,eha,sante,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,kemba,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,AC,oui,majorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,AC,,,non,,,,,,AC,,,,,,,,non,,,,1,1,0,0,AC,0,0,0,0,,,1,1,0,AC,0,0,0,0,AC,0,,0,,oui,oui,oui,AC,,oui,non,oui,oui,,majorite,AC,,inf_dix,oui,,,oui,petit,oui,non,,diarrhee,,palu,,maladie,,non,centre_sante,,,oui,centre_sante,,inf_trente_min,juste_assez,,,non,,non,oui,oui,AC,,violence_voisins,,AC,,AC,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,AC,oui,oui,AC,oui,non,non,,AC,oui,oui,oui,AC,non,AC,AC,oui,oui,,source_non_amenagee,,riviere,,AC,oui,AC,,,,defecation_air_libre_cours_eau,,non,non,,oui,,,majorite,AC,AC,AC,AC,,non,,chef_communaute,,non,AC,,eha,abris,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,kemgba,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,oui,oui,minorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,securite,,,oui,dernier_mois,oui,mbomou,ouango,,oui,dernier_mois,oui,rdc,,famille,,,non,,,,1,1,1,0,1,0,0,0,0,,,1,1,0,0,0,0,1,1,0,0,,0,,oui,non,oui,non,,oui,non,non,oui,,minorite,petit_commerce,,cinquante_cent,non,inondation,,oui,petit,non,non,,palu,,diarrhee,,catastrophe_naturelle,,oui,poste_sante,,,oui,poste_sante,,inf_demie_journee,juste_assez,,,non,,oui,oui,non,violence_sexuelle,,violence_voisins,,separation_familiale,,travail_force,,oui,avec_autre_famille,,fragile,fac,,non,,habitat_long_terme,,urgence,,habitat_long_terme,,,oui,non,non,oui,oui,non,oui,non,non,,oui,oui,non,oui,non,non,non,non,oui,non,,source_non_amenagee,,puit_non_protege,,sup_trente_min,oui,pas_suffisant,indispo_marche,,,defecation_air_libre_cours_eau,,non,non,,oui,,,majorite,majorite,moins_moitie,plus_moitie,ecole_surpeuplee,,non,,humanitaire_ong_int,,non,non,,sante,protection,education,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,nziriri,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,oui,AC,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,baisse_assistance,,,non,,,,1,1,0,0,1,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,AC,,majorite,agriculture,,nsp,non,sols,,oui,petit,non,non,,palu,,palu,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,non,oui,non,mariage_force,,vol_betail,,aucun,,AC,,non,,,neutre,autorite_locale,,non,,habitat_long_terme,,urgence,,AC,,,non,non,non,oui,AC,non,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,riviere,,riviere,,inf_cinq_min,oui,insuffisant,qualite_eau,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,moins_moitie,plus_moitie,moins_moitie,moins_moitie,finances,,nsp,,chef_communaute,,non,non,,AC,secal,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,ouasseregue,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,AC,,,non,,,,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,minorite,AC,,inf_dix,oui,,,oui,petit,oui,non,,AC,,palu,,maladie,,non,maison,,,oui,poste_sante,,AC,AC,,,non,,oui,oui,non,mariage_force,,mariage_force,,aucun,,aucun,,non,,,AC,autorite_locale,,non,,urgence,,AC,,urgence,,,non,non,non,oui,non,non,oui,non,non,,non,oui,non,non,non,non,non,non,oui,non,,source_non_amenagee,,riviere,,inf_quinze_min,oui,juste_assez,,,,AC,,non,non,,non,existence_infra_scolaire,,moins_moitie,plus_moitie,AC,plus_moitie,finances,,non,,AC,,non,non,,abris,secal,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,sirikotta,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,non,non,,,,,,,,,,,oui,AC,oui,mbomou,ouango,,non,,,,,qualite_vie,,,non,,,,1,1,0,0,1,0,0,0,0,,,0,AC,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,nsp,non,non,,AC,AC,,nsp,non,AC,,oui,petit,non,non,,AC,,palu,,maladie,,oui,maison,,,non,,,,insuffisant,existence_infra,,non,,non,oui,non,mariage_force,,mariage_force,,aucun,,aucun,,oui,AC,,bonne,autorite_locale,,non,,habitat_long_terme,,urgence,,urgence,,,non,non,non,oui,oui,non,oui,non,non,,non,AC,AC,non,non,non,non,non,oui,non,,riviere,,riviere,,inf_cinq_min,AC,insuffisant,AC,,,AC,,non,non,,non,AC,,moins_moitie,moins_moitie,moins_moitie,AC,finances,,AC,,chef_communaute,,non,non,,abris,eha,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,mbomou,ouango,ngbandinga,tamboula_langba,,,,,,,,,,,,oui,dernier_mois,catastrophes_naturelles,,oui,oui,minorite,dernier_mois,oui,mbomou,ouango,catastrophes_naturelles,,acces_abris,,,oui,dernier_mois,oui,mbomou,ouango,,non,,,,,qualite_vie,,,non,,,,1,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,,non,,,non,,oui,oui,non,oui,,majorite,agriculture,,inf_dix,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,oui,oui,non,mariage_force,,mariage_force,,aucun,,aucun,,non,,,bonne,autorite_locale,,oui,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,oui,oui,oui,oui,oui,non,non,,non,oui,oui,oui,oui,oui,oui,oui,oui,non,,source_non_amenagee,,source_non_amenagee,,AC,non,insuffisant,distance,,,latrine_non_acceptable,,non,oui,,non,AC,,majorite,majorite,AC,plus_moitie,AC,,non,,chef_communaute,,non,non,,sante,education,AC,,,,,,,,,,,,,,,
